OPENBVE18230
#ACCELERATION
1,1.2,5,5,6.809861
2,2.3,13,13,4.809861
2.5,2.8,20,20,6.809861
3,3.3,28,28,6.809861
4,4.3,35,35,8.809861
4.5,4.8,45,45,9.809861
5,5.3,62,62,14.209861
5.8,6.2,80,80,17.809861
#PERFORMANCE
4.68           ; Deceleration
0.35           ; CoefficientOfStaticFriction
0              ; Reserved (not used)
0.0025         ; CoefficientOfRollingResistance
1.1            ; AerodynamicDragCoefficient
#DELAY
0.4,0,0,0,0,0,0,0; DelayPowerUp
0.1,0,0,0,0,0,0,0; DelayPowerDown
0.4            ; DelayBrakeUp
0.1            ; DelayBrakeDown
0              ; ElectricBrakeDelayUp
0              ; ElectricBrakeDelayDown
0,0,0,0,0,0,0,0; DelayLocoBrakeUp (1.5.3.4+)
0,0,0,0,0,0,0,0; DelayLocoBrakeDown (1.5.3.4+)
#MOVE
4000           ; JerkPowerUp
4000           ; JerkPowerDown
4000           ; JerkBrakeUp
4000           ; JerkBrakeDown
1500           ; BrakeCylinderUp
1200           ; BrakeCylinderDown
#BRAKE
1              ; BrakeType
0              ; BrakeControlSystem
1              ; BrakeControlSpeed
0              ; LocoBrakeType (1.5.3.4+)
#PRESSURE
1800           ; BrakeCylinderServiceMaximumPressure
2200           ; BrakeCylinderEmergencyMaximumPressure
3000           ; MainReservoirMinimumPressure
3300           ; MainReservoirMaximumPressure
3200           ; BrakePipeNormalPressure
#HANDLE
1              ; HandleType
8              ; PowerNotches
7              ; BrakeNotches
0              ; PowerNotchReduceSteps
1              ; EbHandleBehaviour (1.5.3.3+)
8              ; LocoBrakeNotches (1.5.3.4+)
0              ; LocoBrakeType (1.5.3.4+)
8              ; DriverPowerNotches
7              ; DriverBrakeNotches
#CAB
0              ; X
2385           ; Y
-1825          ; Z
0              ; DriverCar
#CAR
27             ; MotorCarMass
1              ; NumberOfMotorCars
40             ; TrailerCarMass
0              ; NumberOfTrailerCars
20.5           ; LengthOfACar
1              ; FrontCarIsAMotorCar
2.65           ; WidthOfACar
3.415          ; HeightOfACar
5              ; CenterOfGravityHeight
2.5            ; ExposedFrontalArea
1.3            ; UnexposedFrontalArea
#DEVICE
0              ; Ats
0              ; Atc
0              ; Eb
0              ; ConstSpeed
0              ; HoldBrake
0              ; ReAdhesionDevice
0              ; Reserved (not used)
0              ; PassAlarm
2              ; DoorOpenMode
2              ; DoorCloseMode
1000           ; DoorWidth
0              ; DoorMaxTolerance
#MOTOR_P1
-1,196.4968,37.90709
-1,50,3
0,50,5
0,50,10
0,50,15
0,50,20
0,50,25
0,50,30
0,50,35
0,50,40
0,50,45
0,50,50
0,50,55
0,50,60
0,50,65
0,50,70
0,50,75
0,50,80
0,50,85
0,50,90
0,50,95
0,50,100
0,50,105
0,50,110
0,50,115
0,50,120
0,50,125
0,50,128
0,50,128
0,50,128
0,50,128
0,50,128
0,50,128
0,50,128
0,50,128
0,50,128
0,52,128
0,54,128
0,56,128
0,58,128
0,60,128
0,62,128
0,64,128
0,66,128
0,68,128
0,70,128
0,72,128
0,74,128
0,76,128
0,78,128
0,80,128
0,82,128
0,84,128
0,86,128
0,88,128
0,90,128
0,92,128
0,94,128
0,96,128
0,98,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,128
0,100,120
0,100,115
0,100,110
0,100,105
0,100,100
0,100,95
0,100,90
0,100,85
0,100,80
0,100,75
0,100,70
0,100,65
0,100,60
0,100,55
0,100,50
0,100,45
0,100,40
0,100,35
0,100,30
0,100,25
0,100,20
0,100,15
0,100,10
0,100,5
-1,100,5
#MOTOR_P2
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
-1,50,3
